module,source_table,grain,metric,factor,level,n_subjects,n_trials,n_rows,mean,sd,se,ci95_low,ci95_high,median,iqr,note
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,97.42235301604127,608.1807987013647,60.818079870136465,-21.781083529426198,216.62578956150873,5.941052563961115,9.01320002595661,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,18.177555547075954,156.36699835961147,11.465384596992854,-4.294598263030039,40.64970935718195,5.85651767441337,3.366703879017547,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,10.980718448515768,37.04882707594329,2.7165518028060416,5.656276915015926,16.30515998201561,6.002671160805566,2.98705277238121,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,64.59929643210174,497.2609412728225,40.60118583781623,-14.979027810018067,144.17762067422154,5.78066722365499,6.739399077408399,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,59.72052645203171,453.3889220363833,37.01905046732143,-12.836812463918285,132.27786536798172,5.319795632102,6.667996962323553,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,overall,all,56,672,672,17.82337149503963,153.11560835835036,5.906562825294285,6.246508357462833,29.400234632616428,4.26103388030902,4.030178895575382,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR,WWR=15,56,224,224,11.280857048936586,60.56100348461747,4.046402250690382,3.3499086375834377,19.21180546028973,4.126053345584645,3.5286820478184344,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR,WWR=45,56,224,224,20.895204308342308,193.7464909308812,12.945231945590395,-4.477450305014866,46.267858921699485,4.151566453829025,4.1856591620608095,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR,WWR=75,56,224,224,21.29405312783999,171.09506041528988,11.431769582917914,-1.1122152546791213,43.7003215103591,4.40419619364968,4.723153231332028,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,Complexity,Complexity=0,56,336,336,18.60103389672332,148.59910745820082,8.106745930120026,2.7118118736880685,34.49025591975857,4.19188947777021,3.824886227176198,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,Complexity,Complexity=1,56,336,336,17.045709093355942,157.72081166639515,8.60437569203726,0.18113273696291188,33.91028544974897,4.290265896416315,4.542495767675982,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,8.386797670447638,46.06564582449588,2.388392475328127,3.7055484188045096,13.068046922090767,4.3537028066969246,3.3840630544668473,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,29.524723037533693,223.00550002334964,12.8752285469248,4.2892750855610835,54.76017098950631,3.9047670223414954,5.260513716647909,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=15;Complexity=0,56,112,112,15.191000605497923,85.01316475079392,8.032989003470108,-0.5536578413034885,30.935659052299336,4.09935124816184,2.8754363821602267,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=15;Complexity=1,56,112,112,7.370713492375251,10.498568305867744,0.9920214592696693,5.426351432206699,9.315075552543803,4.18152185757998,4.120938657366706,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=45;Complexity=0,56,112,112,9.02695045308762,34.70897177324291,3.2796895562414745,2.59875892285433,15.45514198332091,4.081443745520855,4.408105973622488,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=45;Complexity=1,56,112,112,32.763458163597,271.8908263284455,25.691268222318556,-17.591427552147366,83.11834387934137,4.16936818095061,4.1104223946568474,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=75;Complexity=0,56,112,112,31.585150631584423,240.7003814652103,22.744048208404543,-12.993183856888482,76.16348512005733,4.451885774830496,4.186344207769345,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,WWR:Complexity,WWR=75;Complexity=1,56,112,112,11.00295562409556,25.697656662470095,2.4282003145006414,6.243683007674302,15.762228240516816,4.371044169443135,4.712536808140287,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,12.919187545407516,79.22418682735756,7.1145420014765985,-1.0253147774866171,26.86368986830165,4.137681823661225,2.691135691176302,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,31,124,124,5.820853230791503,5.239435256175065,0.4705151758175276,4.898643486189149,6.7430629753938565,4.328562592129055,3.173717147680471,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,31,124,124,6.420352235143904,8.091166478102261,0.7266081995242366,4.9962001640764,7.844504306211407,4.45937957967749,3.9668175077073102,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,25,100,100,9.249327233312643,21.351097028760783,2.135109702876078,5.06451221567553,13.434142250949757,4.046884943834256,4.1507488032070246,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,25,100,100,39.587399644505325,289.6255692819867,28.962556928198673,-17.17921193476407,96.35401122377472,3.70500684547091,5.244204562495533,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,39.73744223478313,255.4159698812697,25.54159698812697,-10.324087861945728,89.79897233151199,4.23703784879003,6.07424859404124,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,10.16144297836548,64.64653500244788,4.7401139271179575,0.8708196812142841,19.452066275516678,4.26103388030902,2.944550555188925,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,6.612152362529796,8.36962903111189,0.6136909756057615,5.409318050342504,7.814986674717089,4.385557124399664,3.6586537802288026,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,29.06612663548704,210.37749016136587,17.177250142091157,-4.601283643011623,62.7335369139857,4.06604919984934,5.627134462052149,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_alpha,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,29.98331943958035,235.66408808230298,19.241892216665086,-7.730789305083221,67.69742818424392,3.83409433104385,4.93800779366328,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,overall,all,56,672,672,23.50180019944716,149.13198114834447,5.752891069418272,12.226133703387347,34.77746669550697,6.81610312453782,9.227594359326392,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR,WWR=15,56,224,224,17.782201060757973,69.93461646562004,4.672703112317674,8.623702960615333,26.940699160900614,6.634797431380555,8.443559040088747,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR,WWR=45,56,224,224,23.529718489787285,149.4970049942002,9.988688804234465,3.951888433487735,43.10754854608683,6.940529821451795,9.59267214037812,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR,WWR=75,56,224,224,29.19348104779622,199.03492539511106,13.298580336261029,3.1282635887246037,55.25869850686783,7.031310654199415,9.168812940846788,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,Complexity,Complexity=0,56,336,336,25.80580378962184,171.42964042788446,9.352253614521933,7.475386705158851,44.13622087408483,6.6013841592217055,9.094144170357811,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,Complexity,Complexity=1,56,336,336,21.19779660927248,123.07848929004219,6.714482066576547,8.037411758782447,34.35818145976251,7.053539474821919,9.52669757436323,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,16.21932067986839,53.470056034789586,2.7722932611302933,10.785625888053014,21.653015471683766,7.056788296463795,9.912989836909667,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,32.53207480372483,214.97743820930341,12.411728181983746,8.205087567036692,56.85906204041297,6.48913049570694,8.502050659208468,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=15;Complexity=0,56,112,112,22.196416115886418,97.34170631721643,9.197926682501418,4.168479818183638,40.2243524135892,6.33488081696083,7.808125151342776,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=15;Complexity=1,56,112,112,13.367986005629527,17.636139404190004,1.6664585339554854,10.101727279076776,16.634244732182278,7.268837079367865,9.346396797973927,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=45;Complexity=0,56,112,112,13.855157873154653,30.844523158691693,2.9145334852239526,8.142672242115705,19.5676435041936,6.791166570079305,9.363961089885468,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=45;Complexity=1,56,112,112,33.20427910641992,209.18840610975616,19.76644641872855,-5.537955874288038,71.94651408712787,7.020807917223925,9.694250577644606,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=75;Complexity=0,56,112,112,41.36583737982445,279.0439798110028,26.36717769391578,-10.31383090025048,93.04550565989938,6.781793501231795,9.201216507288432,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,WWR:Complexity,WWR=75;Complexity=1,56,112,112,17.021124715767993,37.71139364162259,3.5633917560498514,10.036876873910284,24.0053725576257,7.421909767918136,8.694964473569815,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,21.114647381311187,89.54018542644654,8.04094602352518,5.354393175201835,36.87490158742054,6.892949361179825,9.166158023929722,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,31,124,124,13.869022085491457,17.606806528134836,1.5811379021063248,10.76999179736306,16.968052373619855,7.056788296463795,11.80062155379677,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,31,124,124,13.67429257280253,16.122255000132768,1.447821239325764,10.836562943724033,16.512022201881027,7.39292835761598,9.65547456311975,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,25,100,100,13.649967623271989,32.00842507313604,3.2008425073136038,7.376316308937326,19.92361893760665,6.309707789488195,7.411338288911632,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,25,100,100,35.50898203111411,222.92484171777744,22.292484171777744,-8.184286945570271,79.20225100779848,6.614495288568145,8.507981480178241,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,48.43727475678839,297.04359508413023,29.704359508413024,-9.783269879701137,106.65781939327792,6.669714656939435,8.878137499786781,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,17.80233990885607,73.29168811699898,5.374007308701351,7.269285583801421,28.33539423391072,6.688216818448355,9.179892584584966,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,14.636301450880715,18.890144364328687,1.385092586682839,11.921519980982351,17.351082920779078,7.542126801133965,11.049145945434097,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,35.7300990017714,243.36253853973986,19.870468064358956,-3.21601840437215,74.67621640791495,6.354915683672185,8.724064892401149,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,F_beta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,29.33405060567827,183.01598429529147,14.94319254322279,0.045393220961603475,58.62270799039494,6.6268149499263505,8.52922950406613,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,overall,all,56,672,672,57.986667812228355,881.9743357176186,34.02289864545481,-8.698213532863072,124.67154915731979,0.6567610586466346,0.48632611113395546,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR,WWR=15,56,224,224,10.870849739054483,143.73148643411,9.603463891574753,-7.951939488432034,29.693638966541002,0.644331459516587,0.4900753895490819,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR,WWR=45,56,224,224,80.60441456483719,1032.3848372754114,68.97911343544565,-54.59464776863629,215.80347689831066,0.657463045510007,0.4491544255452492,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR,WWR=75,56,224,224,82.4847391327934,1118.3867518596244,74.7253580601014,-63.97696266500536,228.94644093059213,0.6756383418281225,0.5181271992777675,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,Complexity,Complexity=0,56,336,336,65.12883938103444,928.2258952778398,50.63887413248635,-34.12335391863881,164.38103268070768,0.657463045510007,0.47109417769859774,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,Complexity,Complexity=1,56,336,336,50.84449624342226,834.4901709131234,45.52517112983362,-38.38483917105163,140.07383165789616,0.6555909690251025,0.516429656328925,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,6.670487047116383,111.57305284045093,5.784793311457644,-4.667707843340599,18.008681937573364,0.578792019293503,0.30730324147253474,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,121.61873196096725,1312.588774802204,75.78234824673335,-26.914670602630096,270.1521345245646,0.8530216267261995,0.8815109116514414,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=15;Complexity=0,56,112,112,20.39730694748483,203.25822538656362,19.206097010755812,-17.24664319359656,58.04125708856622,0.6289081170001329,0.4223764651102383,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=15;Complexity=1,56,112,112,1.3443925306241395,2.558711449665362,0.2417755061638611,0.8705125385429718,1.8182725227053074,0.657290476725285,0.5655716673040347,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=45;Complexity=0,56,112,112,23.810860288271446,241.52342220770092,22.82181824852969,-20.919903478846752,68.54162405538965,0.6730993726476411,0.43848530633203875,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=45;Complexity=1,56,112,112,137.39796884140296,1440.9705674173495,136.1589202839264,-129.47351491509275,404.26945259789863,0.645066953637357,0.460508689857208,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=75;Complexity=0,56,112,112,151.17835090734707,1577.8067482967465,149.08872403259554,-141.03554819654016,443.3922500112343,0.708162351433905,0.5307694401740948,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,WWR:Complexity,WWR=75;Complexity=1,56,112,112,13.791127358239681,117.68363933244224,11.120058680523623,-8.00418765558662,35.58644237206598,0.6585000291459525,0.5122883411698496,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,18.122314441713385,193.19980705739064,17.34985484902864,-15.883401062382752,52.12802994580952,0.5519875617657956,0.29296954712157003,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,31,124,124,0.8281582543514044,2.0290765750395465,0.18221645554771587,0.47101400147788136,1.1853025072249275,0.5763759727873929,0.286573327480536,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,31,124,124,1.0609884452843545,4.407717441439411,0.3958247111592045,0.28517201141231374,1.8368048791563953,0.5930135053827874,0.30747763490639674,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,25,100,100,1.8790335077574385,3.4451741139303222,0.3445174113930322,1.2037793814270954,2.554287634087782,0.8552376041324026,0.795923085501813,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,25,100,100,179.52697238983959,1543.6715843137185,154.36715843137185,-123.03265813564926,482.0866029153284,0.810567850939533,0.8858639876486982,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,183.4501899853046,1672.9639826127618,167.29639826127618,-144.45075060679673,511.3511305774059,0.867394249980999,1.085176207683734,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,12.22510777290067,157.74989824203914,11.566783736053546,-10.44578834976428,34.89600389556562,0.579241140881313,0.3143550147749367,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,1.115866321332099,4.160541534114448,0.3050657064521996,0.5179375366857878,1.7137951059784102,0.578792019293503,0.283253583918351,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,130.72946657512037,1377.8382179702444,112.50001940442554,-89.7705714575537,351.2295046077944,0.8428158772746015,1.0241554034809683,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_theta,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,112.50799734681404,1248.493619854287,101.93907719211056,-87.29259394972264,312.30858864335073,0.8564195944624791,0.8234664706173029,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,overall,all,56,672,672,26.817232628994393,413.8825479003734,15.965865907968396,-4.475864550623662,58.11032980861245,0.7524417104814021,0.8280920939447176,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR,WWR=15,56,224,224,5.025731260190407,58.884737624629054,3.934402026811406,-2.685696712359948,12.737159232740762,0.696166890420835,0.7450189890794577,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR,WWR=45,56,224,224,41.07049800381777,536.7910201440906,35.865858672786715,-29.226584994844195,111.36758100247974,0.758138807413296,0.8255734431001125,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR,WWR=75,56,224,224,34.35546862297502,472.3160436797838,31.557943102255475,-27.498099857445716,96.20903710339576,0.7878992846244125,0.983613311995273,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,Complexity,Complexity=0,56,336,336,27.707608002553563,391.77057825058546,21.37283726059438,-14.183153028211422,69.59836903331855,0.7150166138766065,0.781654592176911,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,Complexity,Complexity=1,56,336,336,25.926857255435234,435.45733459555174,23.75614521080748,-20.63518735774743,72.4889018686179,0.7953531529514495,0.8481590939636535,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,3.3231201905575984,45.69059238905409,2.3689468605533355,-1.3200156561269392,7.966256037242136,0.7294689864558526,0.6880904864052517,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,55.94993205265603,616.6773930848648,35.60388589007033,-13.833684291881816,125.73354839719389,0.7799257475498156,0.9743664084191506,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=15;Complexity=0,56,112,112,8.962505568635752,83.26691200384431,7.867983628659678,-6.4587423435372155,24.38375348080872,0.6412921086039525,0.7090475268732439,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=15;Complexity=1,56,112,112,1.0889569517450628,1.186732425044147,0.11213567390869332,0.8691710308840239,1.3087428726061017,0.73203483994515,0.7664267041661598,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=45;Complexity=0,56,112,112,9.835067765996484,94.39458070928667,8.919449488178126,-7.64705323083264,27.31718876282561,0.7234085262041166,0.7692184379239775,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=45;Complexity=1,56,112,112,72.30592824163905,753.66164524739,71.21433164329922,-67.27416177922741,211.8860182625055,0.819514548794102,0.827136898850709,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=75;Complexity=0,56,112,112,64.32525067302844,667.3413983206713,63.05783498337832,-59.268105894393074,187.91860724044994,0.751416164597352,1.0193911994005385,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,WWR:Complexity,WWR=75;Complexity=1,56,112,112,4.385686572921588,31.89891601608772,3.0141642453965485,-1.5220753480556466,10.293448493898822,0.793014327337259,0.877909698124963,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
eeg,04_eeg/eeg_trial_long.csv,scene_trial,P_alpha,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,8.02229426278948,79.13059237419971,7.106136971462875,-5.905734201277754,21.95032272685671,0.6971437522377131,0.6734338732784465,EEG scene-level descriptive result after EEG standardization/QC columns are attached.
