module,source_table,grain,metric,factor,level,n_subjects,n_trials,n_rows,mean,sd,se,ci95_low,ci95_high,median,iqr,note
sample_qc,realdata_run_summary.json,run,participants,overall,all,56,672,1,,,,,,,,Participant count from run summary or participants table.
sample_qc,01_sample_qc/scene_manifest_standardized.csv,scene_trial,participants_by_DateBatch,DateBatch,First_before_2026-05-01,31,372,372,,,,,,,,DateBatch is inferred from eye_record_id with cutoff 2026-05-01.
sample_qc,01_sample_qc/scene_manifest_standardized.csv,scene_trial,participants_by_DateBatch,DateBatch,Second_2026-05-01_or_later,25,300,300,,,,,,,,DateBatch is inferred from eye_record_id with cutoff 2026-05-01.
sample_qc,01_sample_qc/participants_standardized.csv;01_sample_qc/scene_manifest_standardized.csv,participant,participants_by_DateBatch_ExperienceGroup,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,7,0,7,,,,,,,,ExperienceGroup uses the Q1.4 table-tennis-experience 2/2 split; DateBatch is inferred from eye_record_id.
sample_qc,01_sample_qc/participants_standardized.csv;01_sample_qc/scene_manifest_standardized.csv,participant,participants_by_DateBatch_ExperienceGroup,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,24,0,24,,,,,,,,ExperienceGroup uses the Q1.4 table-tennis-experience 2/2 split; DateBatch is inferred from eye_record_id.
sample_qc,01_sample_qc/participants_standardized.csv;01_sample_qc/scene_manifest_standardized.csv,participant,participants_by_DateBatch_ExperienceGroup,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,19,0,19,,,,,,,,ExperienceGroup uses the Q1.4 table-tennis-experience 2/2 split; DateBatch is inferred from eye_record_id.
sample_qc,01_sample_qc/participants_standardized.csv;01_sample_qc/scene_manifest_standardized.csv,participant,participants_by_DateBatch_ExperienceGroup,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,6,0,6,,,,,,,,ExperienceGroup uses the Q1.4 table-tennis-experience 2/2 split; DateBatch is inferred from eye_record_id.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,analysis_scene_trials_total,overall,all,56,672,672,,,,,,,,Scene-trial QC count.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,analysis_scene_trials_kept,overall,all,56,453,453,,,,,,,,Scene-trial QC count.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,analysis_scene_trials_excluded,overall,all,56,219,219,,,,,,,,Scene-trial QC count.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_bad_eeg_quality,overall,all,35,201,201,,,,,,,,Exclusion reason counts can overlap.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_duration_mismatch,overall,all,13,23,23,,,,,,,,Exclusion reason counts can overlap.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_missing_questionnaire,overall,all,0,0,0,,,,,,,,Exclusion reason counts can overlap.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_missing_eye,overall,all,0,0,0,,,,,,,,Exclusion reason counts can overlap.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_missing_eeg,overall,all,0,0,0,,,,,,,,Exclusion reason counts can overlap.
sample_qc,05_multimodal_fusion/analysis_qc_exclusions.csv,scene_trial,exclusion_scene_count_mismatch,overall,all,0,0,0,,,,,,,,Exclusion reason counts can overlap.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,overall,all,56,672,672,5.395833333333333,1.276118096776321,0.04922732431995883,5.299347777666214,5.492318889000452,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR,WWR=15,56,224,224,5.535714285714286,1.1860820034458588,0.07924843731272917,5.380387348581336,5.691041222847235,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR,WWR=45,56,224,224,5.258928571428571,1.3542527978981584,0.09048482115740933,5.081578321960049,5.436278820897093,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR,WWR=75,56,224,224,5.392857142857143,1.2730891271582918,0.08506184529738237,5.2261359260742735,5.559578359640013,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,Complexity,Complexity=0,56,336,336,5.285714285714286,1.3096329992599196,0.07144633752048365,5.145679464174138,5.4257491072544335,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,Complexity,Complexity=1,56,336,336,5.505952380952381,1.2338365058218985,0.06731129979915086,5.374022233346046,5.637882528558717,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,ExperienceGroup,ExperienceGroup=High,26,312,312,5.519230769230769,1.2133827914818796,0.06869427342105965,5.384589993325492,5.653871545136046,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,ExperienceGroup,ExperienceGroup=Low,30,360,360,5.288888888888889,1.3204577955574135,0.06959423646810656,5.1524841854114,5.425293592366377,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,5.236559139784946,1.3166800483005692,0.06826668037515067,5.102756446249651,5.370361833320241,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,5.593333333333334,1.1969675545495668,0.06910695398304403,5.4578837035265675,5.7287829631401,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=15;Complexity=0,56,112,112,5.366071428571429,1.2663029519128375,0.1196543819724411,5.131548839905444,5.600594017237413,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=15;Complexity=1,56,112,112,5.705357142857143,1.0791921641467415,0.10197407439935265,5.505487957034412,5.905226328679874,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=45;Complexity=0,56,112,112,5.232142857142857,1.342192255781582,0.1268252471583879,4.983565372712416,5.4807203415732975,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=45;Complexity=1,56,112,112,5.285714285714286,1.3717127547689718,0.12961467211907243,5.031669528360903,5.539759043067668,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=75;Complexity=0,56,112,112,5.258928571428571,1.3270948811900465,0.12539867935055973,5.013147159901474,5.504709982955668,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:Complexity,WWR=75;Complexity=1,56,112,112,5.526785714285714,1.2077812389814313,0.11412459987551204,5.303101498529711,5.750469930041718,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=15;ExperienceGroup=High,26,104,104,5.596153846153846,1.178440888444507,0.11555563626527231,5.369664799073912,5.8226428932337795,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=15;ExperienceGroup=Low,30,120,120,5.483333333333333,1.1951114243143233,0.10909824763818049,5.2695007679625,5.697165898704167,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=45;ExperienceGroup=High,26,104,104,5.403846153846154,1.2734726680599562,0.12487426893201507,5.159092586739405,5.6485997209529035,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=45;ExperienceGroup=Low,30,120,120,5.133333333333334,1.413817368623235,0.12906327749792373,4.880369309437404,5.386297357229264,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=75;ExperienceGroup=High,26,104,104,5.5576923076923075,1.18916567861774,0.11660728846474352,5.3291420223014105,5.786242593083204,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,WWR:ExperienceGroup,WWR=75;ExperienceGroup=Low,30,120,120,5.25,1.330002843239521,0.12141209313138217,5.012032297462491,5.487967702537509,5.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,5.5,1.1652139619982986,0.10463930278525972,5.294906966540891,5.705093033459109,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,31,124,124,5.07258064516129,1.4380055468575483,0.12913671027976378,4.819472693012953,5.325688597309627,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,31,124,124,5.137096774193548,1.302497147723137,0.11696769680291345,4.907840088459838,5.366353459927258,5.0,1.25,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,25,100,100,5.58,1.215888086290773,0.12158880862907731,5.341685935087009,5.818314064912991,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,25,100,100,5.49,1.2101840581272976,0.12101840581272975,5.25280392460705,5.727196075392951,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,5.71,1.165973820244241,0.11659738202442409,5.481469131232129,5.938530868767871,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,5.032258064516129,1.3065457897105204,0.09580058535217179,4.844488917225872,5.220027211806386,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,5.440860215053763,1.2983346138587453,0.09519851272737387,5.25427113010811,5.627449299999416,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,5.6,1.2478168855508294,0.10188382206761358,5.400307708747477,5.799692291252522,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,5.586666666666667,1.1480164783015536,0.09373515293819075,5.402945766907813,5.770387566425521,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,7,84,84,5.285714285714286,1.177821437685088,0.12851085460318162,5.0338330106920495,5.537595560736522,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,24,288,288,5.222222222222222,1.3560777857107535,0.07990764984104265,5.065603228533779,5.378841215910666,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,19,228,228,5.605263157894737,1.2174822076882934,0.08062972891170642,5.447228889227793,5.763297426561682,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S1,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,6,72,72,5.555555555555555,1.136945362554195,0.13399029595011153,5.292934575493337,5.8181765356177735,5.5,1.25,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,overall,all,56,672,672,5.510416666666667,1.3702867102022773,0.052859957448186404,5.406811150068221,5.614022183265113,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR,WWR=15,56,224,224,5.776785714285714,1.254300737273938,0.08380649319387556,5.612524987625719,5.94104644094571,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR,WWR=45,56,224,224,5.330357142857143,1.4479823157328988,0.09674738799250068,5.1407322623918414,5.519982023322445,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR,WWR=75,56,224,224,5.424107142857143,1.3669871644428273,0.09133567181183339,5.24508922610595,5.603125059608336,6.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,Complexity,Complexity=0,56,336,336,5.476190476190476,1.344762669855683,0.07336281817100687,5.332399352575303,5.61998159980565,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,Complexity,Complexity=1,56,336,336,5.544642857142857,1.3965098897137214,0.07618586045675667,5.395318570647614,5.693967143638099,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,ExperienceGroup,ExperienceGroup=High,26,312,312,5.676282051282051,1.2984092260385462,0.07350794737824524,5.532206474420691,5.8203576281434115,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,ExperienceGroup,ExperienceGroup=Low,30,360,360,5.366666666666666,1.4157884109260588,0.07461860105661275,5.220414208595705,5.5129191247376275,6.0,2.25,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch,DateBatch=First_before_2026-05-01,31,372,372,5.39247311827957,1.3840630494604986,0.07176032623759122,5.251822878853891,5.533123357705249,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch,DateBatch=Second_2026-05-01_or_later,25,300,300,5.656666666666666,1.3409384557200923,0.07741911783767162,5.50492519570483,5.808408137628502,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=15;Complexity=0,56,112,112,5.732142857142857,1.2733027414169307,0.12031579991021363,5.496323889318838,5.967961824966875,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=15;Complexity=1,56,112,112,5.821428571428571,1.2391095736021636,0.1170848492468075,5.591942266904828,6.050914875952314,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=45;Complexity=0,56,112,112,5.303571428571429,1.3939333531593945,0.1317143213092189,5.04541135880536,5.5617314983374975,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=45;Complexity=1,56,112,112,5.357142857142857,1.5058872028463046,0.1422929657587857,5.078248644255637,5.636037070030077,6.0,2.25,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=75;Complexity=0,56,112,112,5.392857142857143,1.3379905792713154,0.12642822604639833,5.145057819806203,5.640656465908084,5.0,2.25,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:Complexity,WWR=75;Complexity=1,56,112,112,5.455357142857143,1.400697335063155,0.1323534575231436,5.195944366111782,5.714769919602505,6.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=15;ExperienceGroup=High,26,104,104,5.913461538461538,1.2472149706335183,0.12229948986356466,5.673754538328952,6.153168538594125,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=15;ExperienceGroup=Low,30,120,120,5.658333333333333,1.2535384092309925,0.11443187723915946,5.43404685394458,5.882619812722086,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=45;ExperienceGroup=High,26,104,104,5.519230769230769,1.3364259627811483,0.1310473473594827,5.262377968406183,5.776083570055356,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=45;ExperienceGroup=Low,30,120,120,5.166666666666667,1.5247721049352903,0.1391920128212821,4.893850321536954,5.43948301179638,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=75;ExperienceGroup=High,26,104,104,5.596153846153846,1.28863012061338,0.12636057943867401,5.348487110454045,5.843820581853647,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,WWR:ExperienceGroup,WWR=75;ExperienceGroup=Low,30,120,120,5.275,1.4199212902792304,0.1296204867612959,5.02094384594786,5.529056154052141,5.5,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=15,31,124,124,5.725806451612903,1.2709301994958488,0.11413290116770061,5.50210596532421,5.949506937901596,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=45,31,124,124,5.193548387096774,1.496214297913882,0.13436401043680088,4.930194926640644,5.456901847552904,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=First_before_2026-05-01;WWR=75,31,124,124,5.258064516129032,1.324386452467189,0.11893341439776922,5.0249550239094045,5.4911740083486595,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=15,25,100,100,5.84,1.2368091888795822,0.12368091888795822,5.597585398979602,6.082414601020398,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=45,25,100,100,5.5,1.3743685418725535,0.13743685418725535,5.23062376579298,5.76937623420702,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:WWR,DateBatch=Second_2026-05-01_or_later;WWR=75,25,100,100,5.63,1.3973640408376988,0.1397364040837699,5.356116647995811,5.903883352004189,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=0,31,186,186,5.311827956989247,1.3554972728588188,0.09938988224202897,5.11702378779487,5.506632126183624,6.0,1.75,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:Complexity,DateBatch=First_before_2026-05-01;Complexity=1,31,186,186,5.473118279569892,1.4110865880261545,0.10346588858968023,5.270325137934119,5.675911421205665,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=0,25,150,150,5.68,1.3072847006641681,0.1067393488391419,5.470790876275282,5.889209123724718,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:Complexity,DateBatch=Second_2026-05-01_or_later;Complexity=1,25,150,150,5.633333333333334,1.3777555265095984,0.11249326767493661,5.412846528690458,5.85382013797621,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,7,84,84,5.333333333333333,1.3383439986171486,0.14602530189411805,5.047123741620862,5.619542925045804,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,24,288,288,5.409722222222222,1.398920412240524,0.0824321758196296,5.248155157615749,5.571289286828696,6.0,1.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,19,228,228,5.802631578947368,1.263026260627078,0.08364595750117158,5.638685502245072,5.966577655649664,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S2,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,6,72,72,5.194444444444445,1.478854609018949,0.17428468707104655,4.852846457785193,5.536042431103696,5.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,overall,all,56,672,672,5.282738095238095,1.4922950457546416,0.0575665311729436,5.169907694139125,5.395568496337065,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,WWR,WWR=15,56,224,224,5.401785714285714,1.4638227577078258,0.09780577204116585,5.21008640108503,5.593485027486399,6.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,WWR,WWR=45,56,224,224,5.366071428571429,1.5033328338145402,0.10044565004324958,5.16919795448666,5.562944902656198,6.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,WWR,WWR=75,56,224,224,5.080357142857143,1.4952144460210404,0.09990321744224522,4.884546836670342,5.276167449043944,5.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,Complexity,Complexity=0,56,336,336,5.258928571428571,1.538048011095547,0.08390739801573362,5.094470071317733,5.423387071539409,6.0,3.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,Complexity,Complexity=1,56,336,336,5.306547619047619,1.4469995670280587,0.07894029817231435,5.151824634629882,5.461270603465355,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
questionnaire,02_questionnaire/questionnaire_long.csv,scene_trial,S3,ExperienceGroup,ExperienceGroup=High,26,312,312,5.467948717948718,1.4717920996186786,0.08332381967168423,5.304634031392217,5.631263404505219,6.0,2.0,Questionnaire scene-level descriptive result; IPQ_mean is participant-level information repeated on scene rows.
